대여소번호,대여건수,반납건수,총이용건수,자치구,대여소명,위도,경도,순유출,지역명
579,916.1666666666666,955.0833333333334,1871.25,성동구,579. 마장역 4번출구,37.610291,127.058884,-38.91666666666674,성동구 마장역 4번출구
582,1628.0833333333333,1651.4166666666667,3279.5,성동구,582. 경일중학교 앞,37.611309,127.06266,-23.333333333333485,성동구 경일중학교 앞
583,4531.5,4750.583333333333,9282.083333333334,성동구,583. 청계천 생태교실 앞,37.617439,127.109016,-219.08333333333303,성동구 청계천 생태교실 앞
584,3027.3333333333335,2367.9166666666665,5395.25,광진구,584. 광진광장 교통섬,37.616707,127.11026,659.416666666667,광진구 광진광장 교통섬
585,3867.6666666666665,3969.75,7837.416666666667,성동구,585. 성수2가1동 공영주차장 인근,37.613945,127.097702,-102.08333333333348,성동구 성수2가1동 공영주차장 인근
586,715.6666666666666,749.75,1465.4166666666667,성동구,586. 마장동 주민센터,37.612461,127.103378,-34.08333333333337,성동구 마장동 주민센터
587,1470.8333333333333,1552.25,3023.0833333333335,성동구,587. 유니베라 앞,37.620098,127.106461,-81.41666666666674,성동구 유니베라 앞
588,1753.8333333333333,1763.3333333333333,3517.1666666666665,광진구,588. 뚝섬 유원지역,37.606312,127.107742,-9.5,광진구 뚝섬 유원지역
589,2597.25,2627.0833333333335,5224.333333333333,성동구,589. 성수역3번출구,37.58746,127.09597,-29.833333333333485,성동구 성수역3번출구
590,1698.25,1711.8333333333333,3410.0833333333335,광진구,590. 건국대학교 (입학정보관),37.573185,127.086525,-13.583333333333258,광진구 건국대학교 (입학정보관)
591,776.5833333333334,825.3333333333334,1601.9166666666667,광진구,591. 건국대학교 (행정관),37.589931,127.079811,-48.75,광진구 건국대학교 (행정관)
592,2276.0,2676.0833333333335,4952.083333333333,광진구,592. 건국대학교 학생회관,37.579868,127.082367,-400.0833333333335,광진구 건국대학교 학생회관
593,1676.4166666666667,1784.8333333333333,3461.25,광진구,593.자양중앙나들목,37.608681,127.100792,-108.41666666666652,광진구 자양중앙나들목
594,898.0,975.3333333333334,1873.3333333333333,성동구,594. 중랑물재생센터(서울새활용플라자),37.608101,127.101181,-77.33333333333337,성동구 중랑물재생센터(서울새활용플라자)
600,226.91666666666666,222.0,448.9166666666667,동대문구,600. 휘경2동 주민센터,37.615181,127.064644,4.916666666666657,동대문구 휘경2동 주민센터
602,2926.75,3387.4166666666665,6314.166666666667,동대문구,602. 장안동 사거리,37.619171,127.074928,-460.6666666666665,동대문구 장안동 사거리
605,1190.5,1216.0,2406.5,동대문구,605. 신설동역8번출구,37.635109,127.068329,-25.5,동대문구 신설동역8번출구
606,300.8333333333333,325.9166666666667,626.75,동대문구,606. 서울반도체고 앞,37.637569,127.063156,-25.08333333333337,동대문구 서울반도체고 앞
607,641.4166666666666,663.25,1304.6666666666667,동대문구,607. 신이문역 2번출구,37.638649,127.066292,-21.83333333333337,동대문구 신이문역 2번출구
608,279.4166666666667,254.16666666666666,533.5833333333334,동대문구,608. 전농삼성아파트,37.668461,127.077148,25.25000000000003,동대문구 전농삼성아파트
609,1333.5833333333333,1337.1666666666667,2670.75,동대문구,609. 제기2교,37.67271,127.08316,-3.583333333333485,동대문구 제기2교
610,1111.5833333333333,1024.4166666666667,2136.0,동대문구,610. 동대문중 교차로,37.649212,127.061768,87.16666666666652,동대문구 동대문중 교차로
612,2328.1666666666665,2456.3333333333335,4784.5,동대문구,612. 시립동부병원 앞 사거리,37.680313,127.055069,-128.16666666666697,동대문구 시립동부병원 앞 사거리
613,1599.8333333333333,1700.5,3300.3333333333335,동대문구,613. 신설동역 10번출구 앞,37.645821,127.050423,-100.66666666666674,동대문구 신설동역 10번출구 앞
614,2157.3333333333335,2180.0,4337.333333333333,동대문구,614. 용두동 사거리,37.669224,127.046516,-22.666666666666515,동대문구 용두동 사거리
615,1823.0,1919.5,3742.5,동대문구,615. 용두동 래미안허브리츠아파트 앞,37.654461,127.038513,-96.5,동대문구 용두동 래미안허브리츠아파트 앞
616,270.5,122.33333333333333,392.8333333333333,동대문구,616. 서울시립대 정문 앞 A,37.650127,127.035347,148.16666666666669,동대문구 서울시립대 정문 앞 A
617,778.0,822.5,1600.5,동대문구,617. 청솔우성아파트 앞,37.654049,127.050201,-44.5,동대문구 청솔우성아파트 앞
621,508.9166666666667,392.1666666666667,901.0833333333334,동대문구,621. 전농초등학교 건너편,37.486214,126.878639,116.75,동대문구 전농초등학교 건너편
622,979.75,1118.0,2097.75,동대문구,622. 전농사거리 교통섬,37.473209,126.884941,-138.25,동대문구 전농사거리 교통섬
623,1426.9166666666667,829.0,2255.9166666666665,동대문구,623. 서울시립대 정문 앞 B,37.471436,126.885376,597.9166666666667,동대문구 서울시립대 정문 앞 B
624,1481.8333333333333,1570.4166666666667,3052.25,동대문구,624. 전농동 동아아파트 앞,37.479031,126.887299,-88.58333333333348,동대문구 전농동 동아아파트 앞
626,1726.8333333333333,1702.25,3429.0833333333335,동대문구,626. 군자교 서측 녹지대,37.446861,126.903831,24.583333333333258,동대문구 군자교 서측 녹지대
627,1097.0833333333333,1110.9166666666667,2208.0,동대문구,627. 장안동삼거리 교통섬,37.453121,126.904312,-13.833333333333485,동대문구 장안동삼거리 교통섬
628,693.0,728.1666666666666,1421.1666666666667,동대문구,628. 휘봉고등학교 앞,37.44334,126.903358,-35.16666666666663,동대문구 휘봉고등학교 앞
630,2136.0,2209.4166666666665,4345.416666666667,동대문구,630. 동대문구 보건소,37.452991,126.900909,-73.41666666666652,동대문구 동대문구 보건소
631,2822.8333333333335,3169.75,5992.583333333333,동대문구,631. 답십리역 1번출구,37.458912,126.89859,-346.9166666666665,동대문구 답십리역 1번출구
633,1930.75,2050.75,3981.5,동대문구,633. 청량리 기업은행 앞,37.4547,126.891052,-120.0,동대문구 청량리 기업은행 앞
634,1796.5833333333333,1814.1666666666667,3610.75,동대문구,634. 외국어대 정문 앞,37.456841,126.888344,-17.583333333333485,동대문구 외국어대 정문 앞
635,1275.6666666666667,1269.5833333333333,2545.25,동대문구,635. 시조사 앞,37.475319,126.898888,6.083333333333485,동대문구 시조사 앞
636,443.0,489.5,932.5,동대문구,636. 세종대왕기념관 교차로,37.469139,126.897202,-46.5,동대문구 세종대왕기념관 교차로
637,901.0,688.1666666666666,1589.1666666666667,동대문구,637. KAIST 경영대학 앞,37.47023,126.895073,212.83333333333337,동대문구 KAIST 경영대학 앞
638,530.0,479.4166666666667,1009.4166666666666,동대문구,638. 서울시립대 정보기술관,37.4725,126.897957,50.583333333333314,동대문구 서울시립대 정보기술관
639,540.3333333333334,437.1666666666667,977.5,동대문구,639. 서울시립대 후문,37.466541,126.890282,103.16666666666669,동대문구 서울시립대 후문
640,844.0,1010.3333333333334,1854.3333333333333,동대문구,640. 동대문경찰서 교차로,37.479084,126.879044,-166.33333333333337,동대문구 동대문경찰서 교차로
641,1881.25,2006.9166666666667,3888.1666666666665,동대문구,641. 용두역 4번출구,37.47707,126.88443,-125.66666666666674,동대문구 용두역 4번출구
642,1824.75,1827.25,3652.0,동대문구,642. 신답역 사거리,37.456478,126.895927,-2.5,동대문구 신답역 사거리
643,1845.6666666666667,2117.6666666666665,3963.3333333333335,동대문구,643. 동대문구민체육센터 (육교아래),37.639263,127.026726,-271.9999999999998,동대문구 동대문구민체육센터 (육교아래)
648,2575.6666666666665,2581.25,5156.916666666667,동대문구,648. 장안동위더스빌옆,37.618286,127.024048,-5.583333333333485,동대문구 장안동위더스빌옆
650,1258.5,1113.6666666666667,2372.1666666666665,동대문구,650. 중랑교사거리,37.639862,127.022789,144.83333333333326,동대문구 중랑교사거리
652,686.0833333333334,702.8333333333334,1388.9166666666667,동대문구,652. 답십리 래미안엘파인아파트 입구,37.639793,127.016853,-16.75,동대문구 답십리 래미안엘파인아파트 입구
654,659.5833333333334,467.0,1126.5833333333333,동대문구,654. 전농동 텃골공원,37.643085,127.016167,192.58333333333337,동대문구 전농동 텃골공원
656,853.9166666666666,940.75,1794.6666666666667,동대문구,656. 영휘원 교차로,37.647381,127.034218,-86.83333333333337,동대문구 영휘원 교차로
657,1437.5,1509.5,2947.0,동대문구,657. 동대문롯데캐슬아파트 앞,37.68972,127.045197,-72.0,동대문구 동대문롯데캐슬아파트 앞
659,1796.6,1749.0,3545.6,동대문구,659. 제기동역 1번출구,37.647991,127.034111,47.59999999999991,동대문구 제기동역 1번출구
660,1770.3333333333333,1882.0,3652.3333333333335,동대문구,660. 동의보감타워,37.456726,126.893066,-111.66666666666674,동대문구 동의보감타워
661,855.0,828.25,1683.25,동대문구,661. 경희대학교 청운관,37.467403,126.908142,26.75,동대문구 경희대학교 청운관
663,1667.0833333333333,1731.9166666666667,3399.0,동대문구,663. 외대앞역 3번출구,37.51424,126.882874,-64.83333333333348,동대문구 외대앞역 3번출구
664,376.6666666666667,320.1666666666667,696.8333333333334,동대문구,664. 서울시립대 건설공학관,37.50972,126.890099,56.5,동대문구 서울시립대 건설공학관
665,692.5833333333334,772.75,1465.3333333333333,동대문구,665.이문동 쌍용아파트 정문,37.489632,126.876259,-80.16666666666663,동대문구 이문동 쌍용아파트 정문
666,621.8333333333334,620.0833333333334,1241.9166666666667,동대문구,666.이문대성유니드아파트 앞,37.495285,126.872162,1.75,동대문구 이문대성유니드아파트 앞
667,450.75,327.9166666666667,778.6666666666666,동대문구,667.청량차도 육교 밑,37.497505,126.884377,122.83333333333331,동대문구 청량차도 육교 밑
669,1308.25,1317.1666666666667,2625.4166666666665,동대문구,669.청계한신휴플러스앞 삼거리,37.4888,126.890663,-8.916666666666742,동대문구 청계한신휴플러스앞 삼거리
670,2769.75,2931.0,5700.75,동대문구,670.삼육서울병원 버스정류장,37.491032,126.892151,-161.25,동대문구 삼육서울병원 버스정류장
671,369.6666666666667,361.9166666666667,731.5833333333334,동대문구,671.대광빌딩,37.494141,126.889984,7.75,동대문구 대광빌딩
672,853.5,895.3333333333334,1748.8333333333333,동대문구,672.대광고등학교,37.4991,126.89135,-41.83333333333337,동대문구 대광고등학교
673,780.8333333333334,719.3333333333334,1500.1666666666667,동대문구,673.안암골벽산아파트(후문),37.504379,126.888298,61.5,동대문구 안암골벽산아파트(후문)
674,1011.5,1067.6666666666667,2079.1666666666665,동대문구,674.고대앞사거리 교통섬,37.478741,126.895096,-56.16666666666674,동대문구 고대앞사거리 교통섬
676,685.8333333333334,687.5,1373.3333333333333,동대문구,676.FITI시험연구원 앞,37.503815,126.851959,-1.6666666666666288,동대문구 FITI시험연구원 앞
678,1549.0833333333333,1814.1666666666667,3363.25,동대문구,678.장안힐스테이트(아) 앞,37.501705,126.847282,-265.0833333333335,동대문구 장안힐스테이트(아) 앞
679,303.0,253.66666666666666,556.6666666666666,동대문구,679.전농SK아파트 앞,37.486061,126.852013,49.33333333333334,동대문구 전농SK아파트 앞
680,1300.5,1227.1666666666667,2527.6666666666665,동대문구,680.꿈마루어린이도서관 앞,37.495029,126.843613,73.33333333333326,동대문구 꿈마루어린이도서관 앞
681,176.75,185.5,362.25,동대문구,681.서울특별시 동부교육지원청(육교),37.497551,126.847252,-8.75,동대문구 서울특별시 동부교육지원청(육교)
700,1203.0833333333333,1040.4166666666667,2243.5,양천구,700. KB국민은행 염창역 지점 앞,37.510548,126.944847,162.66666666666652,양천구 KB국민은행 염창역 지점 앞
701,1575.25,1575.0833333333333,3150.3333333333335,양천구,701. 목동사거리 부근,37.500881,126.94175,0.16666666666674246,양천구 목동사거리 부근
702,1857.8333333333333,1815.5,3673.3333333333335,양천구,702. 목4동주민센터 옆,37.484085,126.926888,42.33333333333326,양천구 목4동주민센터 옆
703,3242.0833333333335,3515.8333333333335,6757.916666666667,양천구,703. 오목교역 7번출구 앞,37.489178,126.919273,-273.75,양천구 오목교역 7번출구 앞
704,2331.5,2313.75,4645.25,양천구,704. 남부법원검찰청 교차로,37.480251,126.914604,17.75,양천구 남부법원검찰청 교차로
706,1019.8333333333334,921.6666666666666,1941.5,양천구,706. 신정네거리역,37.489819,126.927727,98.16666666666674,양천구 신정네거리역
708,3933.9166666666665,4040.9166666666665,7974.833333333333,양천구,708. 서울출입국관리사무소 앞,37.484409,126.928909,-107.0,양천구 서울출입국관리사무소 앞
709,656.25,566.3333333333334,1222.5833333333333,양천구,709. 신정3동 현장민원실 앞,37.477776,126.916756,89.91666666666663,양천구 신정3동 현장민원실 앞
710,502.5,497.0833333333333,999.5833333333334,양천구,710. 금옥여고보도육교,37.485142,126.920563,5.416666666666686,양천구 금옥여고보도육교
711,1102.0,278.0,1380.0,양천구,711. 신일해피트리아파트 앞,37.4818,126.915237,824.0,양천구 신일해피트리아파트 앞
712,648.1666666666666,944.6666666666666,1592.8333333333333,양천구,712. 강월초교입구 사거리,37.476089,126.981331,-296.5,양천구 강월초교입구 사거리
713,678.75,597.1666666666666,1275.9166666666667,양천구,713. 양서중학교 옆,37.475472,126.936455,81.58333333333337,양천구 양서중학교 옆
714,716.5,581.6666666666666,1298.1666666666667,양천구,714. 한국SGI 양천문화회관 앞,37.483341,126.943199,134.83333333333337,양천구 한국SGI 양천문화회관 앞
716,1386.1666666666667,1351.3333333333333,2737.5,양천구,716.신정6동 주민센터 인근,37.481129,126.909431,34.833333333333485,양천구 신정6동 주민센터 인근
719,1327.5833333333333,1344.25,2671.8333333333335,양천구,719. 홍익병원앞 교차로,37.478058,126.960495,-16.666666666666742,양천구 홍익병원앞 교차로
720,702.0833333333334,320.0,1022.0833333333334,양천구,720. 서울강월초등학교 앞,37.4795,126.952652,382.08333333333337,양천구 서울강월초등학교 앞
722,1070.9166666666667,1128.8333333333333,2199.75,양천구,722. 경서농협 버스정류장(우리은행신정동지점방향),37.471989,126.958427,-57.916666666666515,양천구 경서농협 버스정류장(우리은행신정동지점방향)
723,1766.5833333333333,1870.25,3636.8333333333335,양천구,723. SBS방송국,37.484901,126.936531,-103.66666666666674,양천구 SBS방송국
724,294.25,211.33333333333334,505.5833333333333,양천구,724. 계남공원 입구 주출입구 좌측,37.478428,126.931862,82.91666666666666,양천구 계남공원 입구 주출입구 좌측
725,195.41666666666666,168.75,364.1666666666667,양천구,725. 양강중학교앞 교차로,37.486359,126.942925,26.666666666666657,양천구 양강중학교앞 교차로
726,3850.6666666666665,3919.5833333333335,7770.25,양천구,726. 목동3단지 시내버스정류장,37.500076,126.921082,-68.91666666666697,양천구 목동3단지 시내버스정류장
729,1467.3333333333333,1557.5,3024.8333333333335,양천구,729. 서부식자재마트 건너편,37.481491,126.981583,-90.16666666666674,양천구 서부식자재마트 건너편
731,2850.0,2963.1666666666665,5813.166666666667,양천구,731. 서울시 도로환경관리센터,37.486835,126.968048,-113.16666666666652,양천구 서울시 도로환경관리센터
733,726.25,327.8333333333333,1054.0833333333333,양천구,733. 신정이펜하우스314동,37.494499,126.916527,398.4166666666667,양천구 신정이펜하우스314동
734,2745.1666666666665,2733.9166666666665,5479.083333333333,양천구,734. 신트리공원 입구,37.688274,127.049065,11.25,양천구 신트리공원 입구
735,2429.0833333333335,2589.5,5018.583333333333,양천구,735. 영도초등학교,37.626614,127.072754,-160.41666666666652,양천구 영도초등학교
736,924.75,1021.3333333333334,1946.0833333333333,양천구,736. 오솔길공원,37.649021,127.076408,-96.58333333333337,양천구 오솔길공원
737,554.5,460.5,1015.0,양천구,737. 장수공원,37.493729,127.120621,94.0,양천구 장수공원
739,926.8333333333334,948.9166666666666,1875.75,양천구,739. 신월사거리,37.512104,127.10778,-22.083333333333258,양천구 신월사거리
740,940.5,1128.5,2069.0,양천구,740. 으뜸공원,37.502594,127.127647,-188.0,양천구 으뜸공원
741,421.3333333333333,418.1666666666667,839.5,양천구,741. 화곡로 입구 교차로,37.453281,127.051483,3.1666666666666288,양천구 화곡로 입구 교차로
742,814.25,816.0,1630.25,양천구,742. 등촌역 5번 출구 뒤,37.448936,127.054375,-1.75,양천구 등촌역 5번 출구 뒤
743,892.75,1037.4166666666667,1930.1666666666667,양천구,743. 현대6차아파트 101동 옆,37.453751,127.05938,-144.66666666666674,양천구 현대6차아파트 101동 옆
744,3040.75,3011.9166666666665,6052.666666666667,양천구,744. 신목동역 2번 출구,37.454357,127.062103,28.833333333333485,양천구 신목동역 2번 출구
745,529.4166666666666,591.5,1120.9166666666667,양천구,745. 강서초등학교,37.505096,127.013107,-62.08333333333337,양천구 강서초등학교
746,3437.8333333333335,3464.0833333333335,6901.916666666667,양천구,746. 목동2단지 상가,37.500652,127.018616,-26.25,양천구 목동2단지 상가
747,2360.9166666666665,2372.0833333333335,4733.0,양천구,747. 목동3단지 상가,37.502232,127.002258,-11.16666666666697,양천구 목동3단지 상가
748,579.8333333333334,618.1666666666666,1198.0,양천구,748. 목동운동장,37.503941,126.997101,-38.33333333333326,양천구 목동운동장
749,1497.25,1566.6666666666667,3063.9166666666665,양천구,749. 이대목동병원보도육교,37.513046,127.005959,-69.41666666666674,양천구 이대목동병원보도육교
750,745.25,822.0,1567.25,양천구,750. 연의근린공원 건너편,37.506199,127.003944,-76.75,양천구 연의근린공원 건너편
752,829.3333333333334,680.1666666666666,1509.5,양천구,752. 성원2차 아파트,37.485611,126.994682,149.16666666666674,양천구 성원2차 아파트
754,1971.75,1980.3333333333333,3952.0833333333335,양천구,754. 목동1단지아파트 118동 앞,37.47261,126.983009,-8.583333333333258,양천구 목동1단지아파트 118동 앞
755,2634.75,2636.5833333333335,5271.333333333333,양천구,755. 목동1단지아파트 상가 앞,37.473759,126.995247,-1.833333333333485,양천구 목동1단지아파트 상가 앞
756,1358.3333333333333,1424.4166666666667,2782.75,양천구,756. 목동주차장,37.475182,127.001389,-66.08333333333348,양천구 목동주차장
757,506.8333333333333,250.58333333333334,757.4166666666666,양천구,757. 신정이펜하우스 1단지아파트 입구 사거리,37.489052,126.992523,256.25,양천구 신정이펜하우스 1단지아파트 입구 사거리
758,1176.5,1176.5,2353.0,양천구,758. 한사랑교회 앞,37.489769,126.986763,0.0,양천구 한사랑교회 앞
759,562.9090909090909,593.7272727272727,1156.6363636363637,양천구,759. 보아스아파트 앞,37.48735,126.984924,-30.81818181818187,양천구 보아스아파트 앞
760,450.6666666666667,432.3333333333333,883.0,양천구,760. 잣절보도육교 아래,37.485828,126.982628,18.33333333333337,양천구 잣절보도육교 아래
762,830.1666666666666,744.0,1574.1666666666667,양천구,762. 오목로 무중력지대 앞,37.491112,127.022957,86.16666666666663,양천구 오목로 무중력지대 앞
763,1186.0833333333333,958.6666666666666,2144.75,양천구,763. 목동11단지 아파트,37.482357,127.003387,227.41666666666663,양천구 목동11단지 아파트
765,4915.0,5252.0,10167.0,양천구,765. 오목교역 3번출구,37.494217,127.013786,-337.0,양천구 오목교역 3번출구
766,1220.5,1192.6666666666667,2413.1666666666665,양천구,766. 신목동역 3번출구,37.485378,127.041702,27.833333333333258,양천구 신목동역 3번출구
767,637.0833333333334,269.3333333333333,906.4166666666666,양천구,767.신정숲속마을아파트,37.48399,127.03418,367.75000000000006,양천구 신정숲속마을아파트
768,1992.25,1986.0,3978.25,양천구,768.목동5단지아파트 501동,37.481491,127.036728,6.25,양천구 목동5단지아파트 501동
769,5082.916666666667,5279.666666666667,10362.583333333334,양천구,769.CBS방송국 앞,37.477852,127.03891,-196.75,양천구 CBS방송국 앞
770,3629.3333333333335,3863.6666666666665,7493.0,양천구,770.목동역5번출구,37.473614,127.03051,-234.33333333333303,양천구 목동역5번출구
771,2357.5833333333335,2451.0,4808.583333333333,양천구,771.목동아파트 703동 앞,37.462639,127.026619,-93.41666666666652,양천구 목동아파트 703동 앞
773,1219.1666666666667,1218.8333333333333,2438.0,양천구,"773.염창역 3, 4번 출구 사이",37.46769,127.04036,0.3333333333334849,"양천구 염창역 3, 4번 출구 사이"
774,634.6666666666666,632.6666666666666,1267.3333333333333,양천구,774.등촌역 4번 출구 ,37.462688,127.046112,2.0,양천구 등촌역 4번 출구 
775,773.25,573.5833333333334,1346.8333333333333,양천구,775.세종그랑시아 앞(102동),37.471539,127.050591,199.66666666666663,양천구 세종그랑시아 앞(102동)
776,501.0833333333333,482.4166666666667,983.5,양천구,776.목마공원,37.516197,127.009209,18.66666666666663,양천구 목마공원
777,1024.1666666666667,1059.0833333333333,2083.25,양천구,777.신월6차보람아파트 앞,37.524071,127.02179,-34.916666666666515,양천구 신월6차보람아파트 앞
779,3194.75,3428.1666666666665,6622.916666666667,양천구,779. 신정1동 주민센터 앞,37.465061,127.101196,-233.41666666666652,양천구 신정1동 주민센터 앞
780,2590.5833333333335,2824.0833333333335,5414.666666666667,양천구,780.신정교 하부,37.512989,127.011177,-233.5,양천구 신정교 하부
781,4714.5,4703.416666666667,9417.916666666666,양천구,781.신정보도육교 아래,37.467506,127.034477,11.08333333333303,양천구 신정보도육교 아래
782,772.0,518.5,1290.5,양천구,782.서남병원 후문,37.492077,127.071976,253.5,양천구 서남병원 후문
785,5048.833333333333,5223.833333333333,10272.666666666666,양천구,"785.양천구청, 보건소 사잇길",37.472919,127.095886,-175.0,"양천구 양천구청, 보건소 사잇길"
786,2195.1666666666665,2212.75,4407.916666666667,양천구,786.목동아파트 8단지 상가동 앞,37.517773,127.043022,-17.583333333333485,양천구 목동아파트 8단지 상가동 앞
787,3374.75,3276.8333333333335,6651.583333333333,양천구,787.양천아파트 입구,37.505581,127.024277,97.91666666666652,양천구 양천아파트 입구
788,2783.5,2930.4166666666665,5713.916666666667,양천구,788.양천구청역 2번출구 옆,37.511372,127.021461,-146.91666666666652,양천구 양천구청역 2번출구 옆
791,2788.5833333333335,2814.8333333333335,5603.416666666667,양천구,791.현대하이페리온,37.527123,127.028717,-26.25,양천구 현대하이페리온
792,4983.916666666667,5055.0,10038.916666666666,양천구,792.목동트라팰리스 웨스턴에비뉴,37.528381,127.039017,-71.08333333333303,양천구 목동트라팰리스 웨스턴에비뉴
793,2840.5833333333335,2753.75,5594.333333333333,양천구,793.목동5단지아파트 534동,37.529301,127.035599,86.83333333333348,양천구 목동5단지아파트 534동
794,2698.9166666666665,2745.6666666666665,5444.583333333333,양천구,794.양천문화회관,37.523613,127.040176,-46.75,양천구 양천문화회관
795,3171.9166666666665,3137.0833333333335,6309.0,양천구,795.양천 해누리타운,37.52058,127.056328,34.83333333333303,양천구 양천 해누리타운
796,2253.4166666666665,2242.9166666666665,4496.333333333333,양천구,796.목동아파트 14단지 B상가 앞,37.525055,127.052528,10.5,양천구 목동아파트 14단지 B상가 앞
797,3809.5,3827.9166666666665,7637.416666666667,양천구,797.목동아파트 1422동 1434동 사잇길,37.507233,127.056854,-18.416666666666515,양천구 목동아파트 1422동 1434동 사잇길
800,1002.0,941.5,1943.5,용산구,800. 목월공원 앞,37.509575,127.063408,60.5,용산구 목월공원 앞
802,332.5,153.75,486.25,용산구,802. 한강진역 2번 출구 앞,37.506607,127.05468,178.75,용산구 한강진역 2번 출구 앞
805,866.9166666666666,907.3333333333334,1774.25,용산구,805. 문배어린이공원 앞,37.508091,127.063103,-40.41666666666674,용산구 문배어린이공원 앞
806,920.0,851.8333333333334,1771.8333333333333,용산구,806. 전자랜드 본관 앞,37.502213,127.067207,68.16666666666663,용산구 전자랜드 본관 앞
807,882.0,905.4166666666666,1787.4166666666667,용산구,807. 서울역 12번 출구 앞,37.500439,127.066223,-23.41666666666663,용산구 서울역 12번 출구 앞
808,315.5833333333333,325.5833333333333,641.1666666666666,용산구,808. 서빙고동 금호맨션 앞,37.49865,127.059319,-10.0,용산구 서빙고동 금호맨션 앞
809,630.1666666666666,639.25,1269.4166666666667,용산구,809. 한남 유수지 복개주차장,37.502396,127.0588,-9.083333333333371,용산구 한남 유수지 복개주차장
810,519.3333333333334,504.0,1023.3333333333334,용산구,810. 이태원지하보도,37.490551,127.031464,15.333333333333371,용산구 이태원지하보도
811,570.5,191.66666666666666,762.1666666666666,용산구,811. 녹사평역1번출구,37.503212,127.042732,378.83333333333337,용산구 녹사평역1번출구
813,730.1666666666666,785.4166666666666,1515.5833333333333,용산구,813. 삼각지역 3번출구,37.492199,127.039459,-55.25,용산구 삼각지역 3번출구
815,992.9166666666666,1040.8333333333333,2033.75,용산구,815. LIG강촌아파트 103동앞,37.504105,127.049034,-47.91666666666663,용산구 LIG강촌아파트 103동앞
816,1619.75,1696.5,3316.25,용산구,816. 신용산역 6번출구 앞,37.485157,127.034073,-76.75,용산구 신용산역 6번출구 앞
817,813.3333333333334,808.8333333333334,1622.1666666666667,용산구,817. 삼각지역 4번출구 앞,37.493759,127.045898,4.5,용산구 삼각지역 4번출구 앞
818,1077.5833333333333,1180.9166666666667,2258.5,용산구,818. 숙명여대 입구 교차로,37.486767,127.046761,-103.33333333333348,용산구 숙명여대 입구 교차로
819,1254.5,1318.0833333333333,2572.5833333333335,용산구,819. 선린인터넷 고등학교,37.494236,127.047462,-63.58333333333326,용산구 선린인터넷 고등학교
820,688.5,702.4166666666666,1390.9166666666667,용산구,820. 청파동입구 교차로,37.483261,127.0523,-13.916666666666629,용산구 청파동입구 교차로
822,405.1666666666667,391.3333333333333,796.5,용산구,822. 이촌1동 마을공원,37.483311,127.084938,13.833333333333371,용산구 이촌1동 마을공원
823,316.6666666666667,229.83333333333334,546.5,용산구,823. 효창동주민센터 앞,37.493908,127.07962,86.83333333333334,용산구 효창동주민센터 앞
825,1973.0833333333333,2314.6666666666665,4287.75,용산구,825. 서빙고동 주민센터 앞,37.588764,127.00631,-341.58333333333326,용산구 서빙고동 주민센터 앞
826,980.5,1124.25,2104.75,중구,826. 서울역 서부교차로2,37.594402,126.99231,-143.75,중구 서울역 서부교차로2
827,254.33333333333334,177.66666666666666,432.0,용산구,827. 국군복지단,37.582592,127.028976,76.66666666666669,용산구 국군복지단
828,801.0833333333334,956.8333333333334,1757.9166666666667,용산구,828. 숙대입구역 8번,37.562202,126.816246,-155.75,용산구 숙대입구역 8번
829,1849.9166666666667,1705.25,3555.1666666666665,용산구,829. 한강대교 북단 교차로,37.541412,126.840225,144.66666666666674,용산구 한강대교 북단 교차로
830,205.5,184.25,389.75,용산구,830. 강변삼성스위트아파트 앞,37.524254,127.135284,21.25,용산구 강변삼성스위트아파트 앞
832,967.25,992.0,1959.25,용산구,832. 이촌1동 주민센터 뒤,37.577213,126.813553,-24.75,용산구 이촌1동 주민센터 뒤
834,1287.0,1372.1666666666667,2659.1666666666665,용산구,834. 효창공원앞역 3번출구 뒤,37.558197,126.844261,-85.16666666666674,용산구 효창공원앞역 3번출구 뒤
835,865.8888888888889,897.7777777777778,1763.6666666666667,용산구,835. 남영역 건너편,37.552914,126.836571,-31.888888888888914,용산구 남영역 건너편
836,835.75,834.8333333333334,1670.5833333333333,용산구,836. 현대자동차서비스 앞,37.53178,126.854485,0.9166666666666288,용산구 현대자동차서비스 앞
837,890.0,931.8333333333334,1821.8333333333333,용산구,837. 한남나들목 입구,37.532551,126.846321,-41.83333333333337,용산구 한남나들목 입구
838,1141.1666666666667,1374.1666666666667,2515.3333333333335,용산구,838. 숙대입구역 4번출구,37.493179,127.118546,-233.0,용산구 숙대입구역 4번출구
839,545.25,552.3333333333334,1097.5833333333333,용산구,839. 보광동 삼성리버빌아파트 앞,37.499413,127.112869,-7.083333333333371,용산구 보광동 삼성리버빌아파트 앞
840,429.9166666666667,438.0,867.9166666666666,용산구,840. 용산 파크타워 앞,37.514088,127.09903,-8.083333333333314,용산구 용산 파크타워 앞
841,1479.8333333333333,1601.25,3081.0833333333335,용산구,841. 신용산역 1번 출구,37.592758,127.002357,-121.41666666666674,용산구 신용산역 1번 출구
843,527.25,243.16666666666666,770.4166666666666,용산구,843. 이태원관광특구B(용산구청쪽),37.592522,127.017677,284.08333333333337,용산구 이태원관광특구B(용산구청쪽)
845,549.0833333333334,609.3333333333334,1158.4166666666667,용산구,845. 용산 선인상가,37.586273,127.029877,-60.25,용산구 용산 선인상가
